title,projectname,builder,price,per_sqft,area,status,place
2  BHK  Apartment,Sterling Orchids,Sterling Homes PvtLtd,5014000,"4,799 / sq ft",1045,Under Construction,Mallampet
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12400000,"6,400 / sq ft",1941,Under Construction,Manikonda
3  BHK  Apartment,Srija Twin Towers,Srija Infra Developers Hyderabad,6998000,"4,800 / sq ft",1458,Under Construction,Dammaiguda
Residential Plot,IRA Aerocity,Ira Reality,27000000,"5,000 / sq ft",5405,New,Shamshabad
3  BHK  Apartment,Risinia Skyon,Risinia Builders,10300000,"5,599 / sq ft",1843,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,14600000,"8,004 / sq ft",1824,Under Construction,Serilingampally
3  BHK  Apartment,Vasavi Metropolis,Vasavi Group,7866000,"5,700 / sq ft",1380,Under Construction,Uppal Kalan
3  BHK  Apartment,Namishree BPS Twin Towers,Namishree Infrastructure And Project Pvt Ltd,8102000,"5,800 / sq ft",1397,Under Construction,Saidabad
2  BHK  Apartment,,seller,6000000,"5,240 / sq ft",1145,Ready to move,Boduppal
Residential Plot,Haripriya Orange County,Haripriya Developers,3204000,"2,000 / sq ft",1602,New,Sangareddy
Residential Plot,Haripriya Orange County,Haripriya Developers,5400000,"2,000 / sq ft",2700,New,Sangareddy
3  BHK  Apartment,Vasavi Nandanam,Vasavi Group,9680000,"5,500 / sq ft",1760,Under Construction,Jeedimetla
3  BHK  Apartment,Vasavi Nandanam,Vasavi Group,8580000,"5,500 / sq ft",1560,Under Construction,Jeedimetla
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,11100000,"5,800 / sq ft",1915,Under Construction,Jeedimetla
4  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,18000000,"7,501 / sq ft",2401,Under Construction,Kokapet
3  BHK  Apartment,Shree GNR Vasavi Nirvana,Shree Vasavi Developers,14700000,"6,899 / sq ft",2135,Under Construction,Attapur
3  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,11299999,"6,200 / sq ft",1827,Ready to move,Manikonda
3  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,11299999,"6,200 / sq ft",1827,Ready to move,Manikonda
3  BHK  Apartment,My Home Sayuk,My Home Constructions Pvt Ltd,17000000,"7,515 / sq ft",2262,Under Construction,Tellapur
2  BHK  Apartment,Jain Carlton Creek,Jain Housing Constructions Ltd,8143000,"7,734 / sq ft",1053,Ready to move,Manikonda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12500000,"6,400 / sq ft",1960,Under Construction,Manikonda
3  BHK  Apartment,Risinia Skyon,Risinia Builders,12400000,"5,599 / sq ft",2223,Under Construction,Bachupally
4  BHK  Apartment,Sterling Orchids,Sterling Homes PvtLtd,19800000,"4,799 / sq ft",4135,Under Construction,Mallampet
3  BHK  Apartment,Sterling Orchids,Sterling Homes PvtLtd,9358000,"4,799 / sq ft",1950,Under Construction,Mallampet
2  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,8588000,"6,400 / sq ft",1342,Under Construction,Manikonda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11900000,"6,400 / sq ft",1872,Under Construction,Manikonda
2  BHK  Apartment,Srija Twin Towers,Srija Infra Developers Hyderabad,5760000,"4,800 / sq ft",1200,Under Construction,Dammaiguda
Residential Plot,IRA Aerocity,Ira Reality,27500000,"5,000 / sq ft",5520,New,Shamshabad
2  BHK  Apartment,Risinia Skyon,Risinia Builders,7059999,"5,599 / sq ft",1261,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,15200000,"7,763 / sq ft",1958,Under Construction,Serilingampally
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,9977000,"6,500 / sq ft",1535,Under Construction,Saroor Nagar
2  BHK  Apartment,Primark De Stature,Primark Developers,5756000,"4,699 / sq ft",1225,Under Construction,Kompally
3  BHK  Apartment,Namishree BPS Twin Towers,Namishree Infrastructure And Project Pvt Ltd,8091000,"5,800 / sq ft",1395,Under Construction,Saidabad
5  BHK  Independent House,,seller,40000000,"12,500 / sq ft",3200,Ready to move,Ramachandra Puram
Residential Plot,Haripriya Orange County,Haripriya Developers,2628000,"2,000 / sq ft",1314,New,Sangareddy
2  BHK  Apartment,Vasavi Nandanam,Vasavi Group,6792000,"5,500 / sq ft",1235,Under Construction,Jeedimetla
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,15000000,"5,800 / sq ft",2590,Under Construction,Jeedimetla
3  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,13600000,"7,499 / sq ft",1825,Under Construction,Kokapet
3  BHK  Apartment,Shree GNR Vasavi Nirvana,Shree Vasavi Developers,9624000,"6,899 / sq ft",1395,Under Construction,Attapur
2  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,8047000,"6,200 / sq ft",1298,Ready to move,Manikonda
2  BHK  Apartment,Hallmark Skyrena,Hallmark Builders,9406000,"7,099 / sq ft",1325,Under Construction,Narsingi
3  BHK  Apartment,Hallmark Skyrena,Hallmark Builders,16000000,"7,099 / sq ft",2255,Under Construction,Narsingi
2  BHK  Apartment,Maruthi Elite,Maruthi Developers,6875000,"5,500 / sq ft",1250,Ready to move,Nizampet
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11299999,"6,400 / sq ft",1780,Under Construction,Manikonda
4  BHK  Apartment,Theme Imperial,Theme Ambience Infrastructures,18000000,"6,800 / sq ft",2655,Under Construction,Attapur
3  BHK  Apartment,Sterling Orchids,Sterling Homes PvtLtd,7798000,"4,799 / sq ft",1625,Under Construction,Mallampet
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,10300000,"6,400 / sq ft",1616,Under Construction,Manikonda
2  BHK  Apartment,Cybercity Oriana,Cyber City Oriana,12000000,"10,344 / sq ft",1160,Under Construction,Kukatpally
Residential Plot,IRA Aerocity,Ira Reality,76700000,"5,000 / sq ft",15348,New,Shamshabad
3  BHK  Apartment,Risinia Skyon,Risinia Builders,9243000,"5,599 / sq ft",1651,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,20099999,"7,913 / sq ft",2540,Under Construction,Serilingampally
2  BHK  Apartment,Srija Twin Towers,Srija Infra Developers Hyderabad,5380000,"4,800 / sq ft",1121,Under Construction,Dammaiguda
3  BHK  Apartment,Cybercity Oriana,Cyber City Oriana,16000000,"10,322 / sq ft",1550,Under Construction,Kukatpally
2  BHK  Apartment,Bhuvanteza Happy Homes II,seller,3100000,"2,583 / sq ft",1200,Under Construction,Shamirpet
4  BHK  Villa,Swaraj Homes Nectar Gardens,seller,70000000,"19,178 / sq ft",3650,Ready to move,Madhapur
3  BHK  Apartment,,seller,11000000,"7,200 / sq ft",1540,Under Construction,Kondapur
2  BHK  Apartment,Anvita Ivana,seller,5400000,"4,285 / sq ft",1260,Under Construction,Kollur
Residential Plot,Haripriya Orange County,Haripriya Developers,4500000,"2,000 / sq ft",2250,New,Sangareddy
3  BHK  Apartment,Vasavi Nandanam,Vasavi Group,9157000,"5,500 / sq ft",1665,Under Construction,Jeedimetla
4  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,18200000,"5,800 / sq ft",3150,Under Construction,Jeedimetla
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,12700000,"5,800 / sq ft",2200,Under Construction,Jeedimetla
3  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,12400000,"7,499 / sq ft",1660,Under Construction,Kokapet
Residential Plot,Haripriya Dukes County Phase II,Haripriya Developers,10600000,"4,444 / sq ft",2403,New,Sheriguda
2  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,8047000,"6,200 / sq ft",1298,Ready to move,Manikonda
3  BHK  Apartment,Hallmark Skyrena,Hallmark Builders,13700000,"7,099 / sq ft",1935,Under Construction,Narsingi
2  BHK  Apartment,Hallmark Skyrena,Hallmark Builders,9406000,"7,099 / sq ft",1325,Under Construction,Narsingi
5  BHK  Villa,Nest Bliss In The Woods,Nest Makers,93000000,"10,334 / sq ft",9000,Under Construction,Harshaguda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11600000,"6,400 / sq ft",1825,Under Construction,Manikonda
3  BHK  Apartment,Signature Altius,Signature Avenues,12100000,"4,999 / sq ft",2425,Under Construction,Kollur
3  BHK  Apartment,My Home Mangala,seller,20000000,"11,111 / sq ft",1800,Ready to move,Kondapur
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12400000,"6,400 / sq ft",1941,Under Construction,Manikonda
Residential Plot,Vasavi Green Leaf,Vasavi Group,8798000,"2,444 / sq ft",3600,New,Shamirpet
Residential Plot,IRA Aerocity,Ira Reality,26400000,"5,000 / sq ft",5282,New,Shamshabad
3  BHK  Apartment,Risinia Skyon,Risinia Builders,11900000,"5,599 / sq ft",2126,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,13700000,"8,073 / sq ft",1697,Under Construction,Serilingampally
2  BHK  Apartment,Spectra Metro Heights,seller,5000000,"4,545 / sq ft",1100,Ready to move,Nagole
3  BHK  Villa,Mantoor Nandan Serenity,seller,16800000,"8,000 / sq ft",2100,Ready to move,Velmala
3  BHK  Apartment,,seller,9500000,"5,989 / sq ft",1586,Ready to move,Serilingampally
2  BHK  Apartment,Sterling Grandeur,Sterling Homes PvtLtd,8687000,"6,250 / sq ft",1390,Under Construction,Bachupally
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,14100000,"6,500 / sq ft",2175,Under Construction,Saroor Nagar
2  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,6583000,"5,800 / sq ft",1135,Under Construction,Jeedimetla
2  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,9076000,"7,501 / sq ft",1210,Under Construction,Kokapet
Residential Plot,Haripriya Ohana,Haripriya Developers,23400000,"7,222 / sq ft",3249,New,Kompally
3  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,10100000,"6,200 / sq ft",1630,Ready to move,Manikonda
3  BHK  Apartment,Hallmark Skyrena,Hallmark Builders,13700000,"7,099 / sq ft",1935,Under Construction,Narsingi
2  BHK  Apartment,GHR Callisto,GHR Infra,5973000,"4,999 / sq ft",1195,Under Construction,Kollur
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,16100000,"6,400 / sq ft",2521,Under Construction,Manikonda
4  BHK  Villa,NR Infra Ultimus,NR Infra Projects,9118000,"4,999 / sq ft",1824,Ready to move,Rameswaram Banda
3  BHK  Independent House,,seller,11000000,"4,074 / sq ft",2700,Ready to move,Adibatla
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,17300000,"6,400 / sq ft",2712,Under Construction,Manikonda
Residential Plot,Vasavi Green Leaf,Vasavi Group,4399000,"2,444 / sq ft",1800,New,Shamirpet
Residential Plot,IRA Aerocity,Ira Reality,22200000,"5,000 / sq ft",4446,New,Shamshabad
2  BHK  Apartment,Risinia Skyon,Risinia Builders,7770999,"5,599 / sq ft",1388,Under Construction,Bachupally
3  BHK  Apartment,Risinia Skyon,Risinia Builders,8549000,"5,599 / sq ft",1527,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,15000000,"7,987 / sq ft",1878,Under Construction,Serilingampally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,13300000,"8,050 / sq ft",1652,Under Construction,Serilingampally
2  BHK  Apartment,Aaditri Aaditris Empire,seller,6000000,"5,000 / sq ft",1200,Under Construction,Kollur
3  BHK  Apartment,,seller,6300000,"5,575 / sq ft",1130,Under Construction,Narsingi
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,11000000,"5,800 / sq ft",1910,Under Construction,Jeedimetla
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,12600000,"6,500 / sq ft",1945,Under Construction,Saroor Nagar
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,10800000,"5,800 / sq ft",1865,Under Construction,Jeedimetla
3  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,16500000,"7,501 / sq ft",2211,Under Construction,Kokapet
Residential Plot,Haripriya Dukes County Phase II,Haripriya Developers,11800000,"4,444 / sq ft",2664,New,Sheriguda
3  BHK  Apartment,Anuhar Art Of Living,Anuhar Homes Pvt Ltd,10100000,"6,200 / sq ft",1630,Ready to move,Manikonda
4  BHK  Villa,RV Somwrita,R V Nirmaan Private Limited,32400000,"12,400 / sq ft",2620,Ready to move,Kismatpur
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11200000,"6,400 / sq ft",1758,Under Construction,Manikonda
3  BHK  Apartment,Vasavi Metropolis,Vasavi Group,9718000,"5,700 / sq ft",1705,Under Construction,Uppal Kalan
3  BHK  Apartment,Swaraj Homes Mandadi Mansion,seller,7500000,"4,895 / sq ft",1532,Ready to move,Saroor Nagar
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,10300000,"6,400 / sq ft",1616,Under Construction,Manikonda
Residential Plot,Vasavi Green Leaf,Vasavi Group,3519000,"2,444 / sq ft",1440,New,Shamirpet
Residential Plot,IRA Aerocity,Ira Reality,26300000,"5,000 / sq ft",5271,New,Shamshabad
3  BHK  Apartment,Risinia Skyon,Risinia Builders,10700000,"5,599 / sq ft",1928,Under Construction,Bachupally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,13899999,"8,076 / sq ft",1721,Under Construction,Serilingampally
3  BHK  Apartment,Candeur Crescent,Candeur Developers And Builders,16000000,"7,751 / sq ft",2064,Under Construction,Serilingampally
3  BHK  Independent House,,seller,8500000,"8,664 / sq ft",981,Ready to move,Bahadurpura
2  BHK  Apartment,Beams 4 Blocks,seller,6969000,"5,300 / sq ft",1315,Under Construction,Kompally
3  BHK  Apartment,Riddhi Pramukh Elegance,Riddhi Group,11800000,"5,800 / sq ft",2040,Under Construction,Jeedimetla
2  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,7767000,"6,500 / sq ft",1195,Under Construction,Saroor Nagar
3  BHK  Apartment,Anuhar Towers,Anuhar Homes Pvt Ltd,11600000,"6,350 / sq ft",1840,Under Construction,Manikonda
3  BHK  Apartment,Cybercity Westbrook,Cyber City Oriana,12900000,"7,499 / sq ft",1730,Under Construction,Kokapet
Residential Plot,Haripriya Ohana,Haripriya Developers,22599999,"7,222 / sq ft",3132,New,Kompally
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12900000,"6,400 / sq ft",2019,Under Construction,Manikonda
3  BHK  Apartment,,seller,14900000,"6,521 / sq ft",2300,Ready to move,Sainikpuri
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11399999,"6,400 / sq ft",1785,Under Construction,Manikonda
Residential Plot,Vasavi Green Leaf,Vasavi Group,6598000,"2,444 / sq ft",2700,New,Shamirpet
Residential Plot,IRA Aerocity,Ira Reality,18300000,"5,000 / sq ft",3668,New,Shamshabad
2  BHK  Apartment,Riddhi Golden Nest,Riddhi Group,8095000,"6,300 / sq ft",1285,Ready to move,Puppalaguda
2  BHK  Apartment,Swaraj Homes Satya Trilok Tower,seller,5500000,"5,500 / sq ft",1000,Ready to move,Sainikpuri
2  BHK  Independent House,,seller,6500000,"6,046 / sq ft",1075,Ready to move,Dammaiguda
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,10900000,"6,500 / sq ft",1685,Under Construction,Saroor Nagar
2  BHK  Apartment,Anuhar Towers,Anuhar Homes Pvt Ltd,8375000,"6,350 / sq ft",1319,Under Construction,Manikonda
3  BHK  Apartment,Om Sree Brilliance,Om Sree Builders And Developers,12900000,"6,100 / sq ft",2130,Under Construction,Sainikpuri
Residential Plot,Haripriya Dukes County Phase II,Haripriya Developers,13899999,"4,444 / sq ft",3150,New,Sheriguda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11600000,"6,400 / sq ft",1821,Under Construction,Manikonda
2  BHK  Apartment,Greenmetro Tulasi Bhagyanagar,seller,4200000,"4,242 / sq ft",990,Ready to move,Gagillapur
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,17300000,"6,400 / sq ft",2712,Under Construction,Manikonda
3  BHK  Apartment,IRA Aspiration,Ira Reality,7970999,"4,998 / sq ft",1595,Under Construction,Kollur
Residential Plot,IRA Aerocity,Ira Reality,25200000,"5,000 / sq ft",5043,New,Shamshabad
3  BHK  Apartment,Riddhi Golden Nest,Riddhi Group,10700000,"6,300 / sq ft",1700,Ready to move,Puppalaguda
3  BHK  Apartment,Reputed Builder Indira Nivas,seller,6500000,"4,333 / sq ft",1500,Ready to move,Kukatpally
5  BHK  Villa,Keerthi Westwinds,seller,215000000,"25,595 / sq ft",8400,Ready to move,Kokapet
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,11399999,"6,500 / sq ft",1755,Under Construction,Saroor Nagar
3  BHK  Apartment,Anuhar Towers,Anuhar Homes Pvt Ltd,11600000,"6,350 / sq ft",1841,Under Construction,Manikonda
3  BHK  Apartment,Om Sree Brilliance,Om Sree Builders And Developers,13000000,"6,100 / sq ft",2140,Under Construction,Sainikpuri
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,17900000,"6,400 / sq ft",2810,Under Construction,Manikonda
Residential Plot,Haripriya Dukes County Phase II,Haripriya Developers,7998999,"4,444 / sq ft",1800,New,Sheriguda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12100000,"6,400 / sq ft",1896,Under Construction,Manikonda
2  BHK  Apartment,,seller,4493000,"4,300 / sq ft",1045,Ready to move,Aminpur
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11399999,"6,400 / sq ft",1785,Under Construction,Manikonda
3  BHK  Apartment,IRA Aspiration,Ira Reality,10900000,"4,998 / sq ft",2195,Under Construction,Kollur
Residential Plot,IRA Aerocity,Ira Reality,28700000,"5,000 / sq ft",5758,New,Shamshabad
2  BHK  Apartment,Riddhi Golden Nest,Riddhi Group,8177000,"6,300 / sq ft",1298,Ready to move,Puppalaguda
10  BHK  Independent House,,seller,35000000,"5,717 / sq ft",6122,Ready to move,Meerpet
2  BHK  Apartment,Anvita Ivana,seller,6000000,"4,761 / sq ft",1260,Under Construction,Kollur
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,16399999,"6,500 / sq ft",2530,Under Construction,Saroor Nagar
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,10900000,"6,400 / sq ft",1704,Under Construction,Manikonda
Residential Plot,Haripriya Dukes County Phase II,Haripriya Developers,11900000,"4,444 / sq ft",2700,New,Sheriguda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,12500000,"6,400 / sq ft",1960,Under Construction,Manikonda
2  BHK  Apartment,,seller,5700000,"4,560 / sq ft",1250,Ready to move,Alwal
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,15700000,"6,400 / sq ft",2468,Under Construction,Manikonda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,15700000,"6,400 / sq ft",2468,Under Construction,Manikonda
3  BHK  Apartment,IRA Aspiration,Ira Reality,7472000,"4,998 / sq ft",1495,Under Construction,Kollur
3  BHK  Apartment,IRA Aspiration,Ira Reality,9471000,"4,998 / sq ft",1895,Under Construction,Kollur
Residential Plot,IRA Aerocity,Ira Reality,48000000,"5,000 / sq ft",9613,New,Shamshabad
2  BHK  Apartment,,seller,4900000,"4,900 / sq ft",1000,Ready to move,LB Nagar
2  BHK  Apartment,,seller,5969000,"5,200 / sq ft",1148,Under Construction,Bachupally
2  BHK  Apartment,,seller,5781000,"4,700 / sq ft",1230,Ready to move,Pragathi Nagar Kukatpally
3  BHK  Apartment,Sri Sai Nivas,seller,6700000,"4,620 / sq ft",1450,Ready to move,Sri Nagar Colony
3  BHK  Apartment,Aavasa Constructions Emerald,Aavasa Constructions,16000000,"6,500 / sq ft",2465,Under Construction,Saroor Nagar
2  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,9216000,"6,400 / sq ft",1440,Under Construction,Manikonda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11600000,"6,400 / sq ft",1825,Under Construction,Manikonda
3  BHK  Apartment,Anuhar Rami Reddy Towers,Anuhar Homes Pvt Ltd,11700000,"6,400 / sq ft",1830,Under Construction,Manikonda
2  BHK  Apartment,Green Fort View,seller,7500000,"5,900 / sq ft",1271,Ready to move,Bandlaguda Jagir
2  BHK  Apartment,,seller,5300000,"4,240 / sq ft",1250,Ready to move,Vanasthalipuram
2  BHK  Apartment,Primark De Stature,Primark Projects Pvt Ltd,5756000,"4,699 / sq ft",1225,Under Construction,Kompally
4  BHK  Villa,IRA Elevate Villas,Ira Reality,67300000,"11,000 / sq ft",6125,Under Construction,Mamidipally
Residential Plot,IRA Aerocity,Ira Reality,12000000,"5,000 / sq ft",2403,New,Shamshabad
4  BHK  Apartment,,seller,9000000,"4,500 / sq ft",2000,Under Construction,Upparpally
5  BHK  Independent House,,seller,9500000,"4,750 / sq ft",2000,Ready to move,Almasguda
2  BHK  Apartment,,seller,5040000,"4,344 / sq ft",1160,Ready to move,Gundlapochampalli
4  BHK  Villa,IRA Elevate Villas,Ira Reality,67100000,"11,000 / sq ft",6105,Under Construction,Mamidipally
